/data4/kenkim/multiCH/Dereverb_4IR/train/114_RIR_1_3927-6556-0030.pth,/home/kenkim/librispeech/txt/train/3927-6556-0030.txt,/home/kenkim/librispeech/feature_stft_complex_400ms/train/3927-6556-0030.pth,10.49991786
/data4/kenkim/multiCH/Dereverb_4IR/train/126_RIR_1_844-135042-0013.pth,/home/kenkim/librispeech/txt/train/844-135042-0013.txt,/home/kenkim/librispeech/feature_stft_complex_400ms/train/844-135042-0013.pth,11.05991491
/data4/kenkim/multiCH/Dereverb_4IR/train/183_RIR_1_1179-136599-0037.pth,/home/kenkim/librispeech/txt/train/1179-136599-0037.txt,/home/kenkim/librispeech/feature_stft_complex_400ms/train/1179-136599-0037.pth,9.129252572
/data4/kenkim/multiCH/Dereverb_4IR/train/278_RIR_2_2246-131710-0131.pth,/home/kenkim/librispeech/txt/train/2246-131710-0131.txt,/home/kenkim/librispeech/feature_stft_complex_400ms/train/2246-131710-0131.pth,9.916359961
/data4/kenkim/multiCH/Dereverb_4IR/train/492_RIR_2_3982-178459-0066.pth,/home/kenkim/librispeech/txt/train/3982-178459-0066.txt,/home/kenkim/librispeech/feature_stft_complex_400ms/train/3982-178459-0066.pth,9.761613459
/data4/kenkim/multiCH/Dereverb_4IR/train/441_RIR_2_7433-89651-0008.pth,/home/kenkim/librispeech/txt/train/7433-89651-0008.txt,/home/kenkim/librispeech/feature_stft_complex_400ms/train/7433-89651-0008.pth,10.56561713
/data4/kenkim/multiCH/Dereverb_4IR/train/309_RIR_2_2374-160960-0038.pth,/home/kenkim/librispeech/txt/train/2374-160960-0038.txt,/home/kenkim/librispeech/feature_stft_complex_400ms/train/2374-160960-0038.pth,11.61470981
/data4/kenkim/multiCH/Dereverb_4IR/train/597_RIR_3_3779-691-0122.pth,/home/kenkim/librispeech/txt/train/3779-691-0122.txt,/home/kenkim/librispeech/feature_stft_complex_400ms/train/3779-691-0122.pth,8.1105436
/data4/kenkim/multiCH/Dereverb_4IR/train/785_RIR_4_1093-132891-0110.pth,/home/kenkim/librispeech/txt/train/1093-132891-0110.txt,/home/kenkim/librispeech/feature_stft_complex_400ms/train/1093-132891-0110.pth,11.04775881
/data4/kenkim/multiCH/Dereverb_4IR/train/702_RIR_3_2196-170379-0034.pth,/home/kenkim/librispeech/txt/train/2196-170379-0034.txt,/home/kenkim/librispeech/feature_stft_complex_400ms/train/2196-170379-0034.pth,10.53736845
/data4/kenkim/multiCH/Dereverb_4IR/train/62_RIR_1_7437-96157-0009.pth,/home/kenkim/librispeech/txt/train/7437-96157-0009.txt,/home/kenkim/librispeech/feature_stft_complex_400ms/train/7437-96157-0009.pth,10.07368298
/data4/kenkim/multiCH/Dereverb_4IR/train/683_RIR_3_2237-163673-0045.pth,/home/kenkim/librispeech/txt/train/2237-163673-0045.txt,/home/kenkim/librispeech/feature_stft_complex_400ms/train/2237-163673-0045.pth,11.08330968
/data4/kenkim/multiCH/Dereverb_4IR/train/563_RIR_3_7491-110524-0038.pth,/home/kenkim/librispeech/txt/train/7491-110524-0038.txt,/home/kenkim/librispeech/feature_stft_complex_400ms/train/7491-110524-0038.pth,10.04056026
/data4/kenkim/multiCH/Dereverb_4IR/train/241_RIR_1_1290-135762-0021.pth,/home/kenkim/librispeech/txt/train/1290-135762-0021.txt,/home/kenkim/librispeech/feature_stft_complex_400ms/train/1290-135762-0021.pth,8.248753417
/data4/kenkim/multiCH/Dereverb_4IR/train/440_RIR_2_3097-165353-0018.pth,/home/kenkim/librispeech/txt/train/3097-165353-0018.txt,/home/kenkim/librispeech/feature_stft_complex_400ms/train/3097-165353-0018.pth,8.917740682
/data4/kenkim/multiCH/Dereverb_4IR/train/383_RIR_2_8414-284675-0016.pth,/home/kenkim/librispeech/txt/train/8414-284675-0016.txt,/home/kenkim/librispeech/feature_stft_complex_400ms/train/8414-284675-0016.pth,9.914569682
/data4/kenkim/multiCH/Dereverb_4IR/train/987_RIR_4_792-127527-0024.pth,/home/kenkim/librispeech/txt/train/792-127527-0024.txt,/home/kenkim/librispeech/feature_stft_complex_400ms/train/792-127527-0024.pth,10.37150699
/data4/kenkim/multiCH/Dereverb_4IR/train/659_RIR_3_4750-26486-0007.pth,/home/kenkim/librispeech/txt/train/4750-26486-0007.txt,/home/kenkim/librispeech/feature_stft_complex_400ms/train/4750-26486-0007.pth,9.965492438
/data4/kenkim/multiCH/Dereverb_4IR/train/122_RIR_1_1920-147026-0043.pth,/home/kenkim/librispeech/txt/train/1920-147026-0043.txt,/home/kenkim/librispeech/feature_stft_complex_400ms/train/1920-147026-0043.pth,8.812827818
/data4/kenkim/multiCH/Dereverb_4IR/train/305_RIR_2_3656-168648-0035.pth,/home/kenkim/librispeech/txt/train/3656-168648-0035.txt,/home/kenkim/librispeech/feature_stft_complex_400ms/train/3656-168648-0035.pth,10.41395434
/data4/kenkim/multiCH/Dereverb_4IR/train/991_RIR_4_1093-132891-0116.pth,/home/kenkim/librispeech/txt/train/1093-132891-0116.txt,/home/kenkim/librispeech/feature_stft_complex_400ms/train/1093-132891-0116.pth,11.0782304
/data4/kenkim/multiCH/Dereverb_4IR/train/928_RIR_4_1767-142942-0018.pth,/home/kenkim/librispeech/txt/train/1767-142942-0018.txt,/home/kenkim/librispeech/feature_stft_complex_400ms/train/1767-142942-0018.pth,7.792032898
/data4/kenkim/multiCH/Dereverb_4IR/train/729_RIR_3_6950-86713-0032.pth,/home/kenkim/librispeech/txt/train/6950-86713-0032.txt,/home/kenkim/librispeech/feature_stft_complex_400ms/train/6950-86713-0032.pth,9.217650638
/data4/kenkim/multiCH/Dereverb_4IR/train/445_RIR_2_4260-176854-0014.pth,/home/kenkim/librispeech/txt/train/4260-176854-0014.txt,/home/kenkim/librispeech/feature_stft_complex_400ms/train/4260-176854-0014.pth,10.31994968
/data4/kenkim/multiCH/Dereverb_4IR/train/948_RIR_4_1222-133834-0041.pth,/home/kenkim/librispeech/txt/train/1222-133834-0041.txt,/home/kenkim/librispeech/feature_stft_complex_400ms/train/1222-133834-0041.pth,8.811829417
/data4/kenkim/multiCH/Dereverb_4IR/train/31_RIR_1_1274-121770-0015.pth,/home/kenkim/librispeech/txt/train/1274-121770-0015.txt,/home/kenkim/librispeech/feature_stft_complex_400ms/train/1274-121770-0015.pth,9.685212631
/data4/kenkim/multiCH/Dereverb_4IR/train/954_RIR_4_6782-61316-0101.pth,/home/kenkim/librispeech/txt/train/6782-61316-0101.txt,/home/kenkim/librispeech/feature_stft_complex_400ms/train/6782-61316-0101.pth,9.910041201
/data4/kenkim/multiCH/Dereverb_4IR/train/572_RIR_3_3796-16816-0000.pth,/home/kenkim/librispeech/txt/train/3796-16816-0000.txt,/home/kenkim/librispeech/feature_stft_complex_400ms/train/3796-16816-0000.pth,10.33168179
/data4/kenkim/multiCH/Dereverb_4IR/train/525_RIR_3_949-134657-0028.pth,/home/kenkim/librispeech/txt/train/949-134657-0028.txt,/home/kenkim/librispeech/feature_stft_complex_400ms/train/949-134657-0028.pth,9.81985293
/data4/kenkim/multiCH/Dereverb_4IR/train/195_RIR_1_483-125116-0029.pth,/home/kenkim/librispeech/txt/train/483-125116-0029.txt,/home/kenkim/librispeech/feature_stft_complex_400ms/train/483-125116-0029.pth,9.755987736
/data4/kenkim/multiCH/Dereverb_4IR/train/495_RIR_2_8071-114975-0049.pth,/home/kenkim/librispeech/txt/train/8071-114975-0049.txt,/home/kenkim/librispeech/feature_stft_complex_400ms/train/8071-114975-0049.pth,8.376219962
